"Tabela 4092 - Pessoas de 14 anos ou mais de idade, por condição em relação à força de trabalho e condição de ocupação"
"Variável - Pessoas de 14 anos ou mais de idade (Mil pessoas)"
"Condição em relação à força de trabalho e condição de ocupação";"Brasil, Grande Região e Unidade da Federação";"Trimestre";""
"Força de trabalho - desocupada";"Goiás";"2º trimestre 2019";"399"
"Força de trabalho - desocupada";"Goiás";"3º trimestre 2019";"421"
"Força de trabalho - desocupada";"Goiás";"4º trimestre 2019";"405"
"Força de trabalho - desocupada";"Goiás";"1º trimestre 2020";"434"
"Força de trabalho - desocupada";"Goiás";"2º trimestre 2020";"456"
"Força de trabalho - desocupada";"Goiás";"3º trimestre 2020";"479"
"Força de trabalho - desocupada";"Goiás";"4º trimestre 2020";"456"
"Força de trabalho - desocupada";"Goiás";"1º trimestre 2021";"505"
"Força de trabalho - desocupada";"Goiás";"2º trimestre 2021";"455"
"Força de trabalho - desocupada";"Goiás";"3º trimestre 2021";"375"
"Força de trabalho - desocupada";"Goiás";"4º trimestre 2021";"332"
"Força de trabalho - desocupada";"Distrito Federal";"1º trimestre 2018";"227"
"Força de trabalho - desocupada";"Distrito Federal";"2º trimestre 2018";"200"
"Força de trabalho - desocupada";"Distrito Federal";"3º trimestre 2018";"210"
"Força de trabalho - desocupada";"Distrito Federal";"4º trimestre 2018";"200"
"Força de trabalho - desocupada";"Distrito Federal";"1º trimestre 2019";"238"
"Força de trabalho - desocupada";"Distrito Federal";"2º trimestre 2019";"234"
"Força de trabalho - desocupada";"Distrito Federal";"3º trimestre 2019";"224"
"Força de trabalho - desocupada";"Distrito Federal";"4º trimestre 2019";"210"
"Força de trabalho - desocupada";"Distrito Federal";"1º trimestre 2020";"228"
"Força de trabalho - desocupada";"Distrito Federal";"2º trimestre 2020";"242"
"Força de trabalho - desocupada";"Distrito Federal";"3º trimestre 2020";"248"
"Força de trabalho - desocupada";"Distrito Federal";"4º trimestre 2020";"235"
"Força de trabalho - desocupada";"Distrito Federal";"1º trimestre 2021";"248"
"Força de trabalho - desocupada";"Distrito Federal";"2º trimestre 2021";"235"
"Força de trabalho - desocupada";"Distrito Federal";"3º trimestre 2021";"247"
"Força de trabalho - desocupada";"Distrito Federal";"4º trimestre 2021";"210"
"Fonte: IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua trimestral"

"Notas"
"A partir do 4º trimestre de 2015, em acordo com as recomendações da 19ª Conferência Internacional de Estatísticos do Trabalho - CIET, da OIT, pessoas em licença remunerada, independentemente do tempo de afastamento, passaram a ser classificadas como ""ocupadas"" e seus rendimentos do trabalho foram coletados normalmente. Anteriormente, as pessoas em licença remunerada na semana de referência da pesquisa e que estavam afastadas por período inferior a 4 meses eram classificadas como ""ocupadas"". Caso esse afastamento fosse igual ou superior a 4 meses, essas pessoas eram definidas como ""fora da força de trabalho"" e, portanto, não se investigava o rendimento do trabalho.
Além disso, a partir do 4º trimestre de 2015, também passaram a ser classificadas como ""ocupadas"" as pessoas que ajudaram, sem receber remuneração, no trabalho remunerado de parente, adicionalmente àquelas que ajudaram no trabalho remunerado de outro morador do mesmo domicílio. Anteriormente, eram consideradas ""ocupadas"" apenas as pessoas que ajudaram, sem receber remuneração, no trabalho remunerado de outro morador do mesmo domicílio.
A partir de abril de 2016, um aspecto do conceito de desocupação foi alterado de forma a se adequar inteiramente à 19ª Conferência Internacional de Estatísticos do Trabalho - CIET, realizada em outubro de 2013, sendo o questionário ajustado. Com a alteração desse aspecto, passam a ser considerados desocupados aqueles que conseguiram proposta de trabalho para começar após a semana de referência e que iriam começar a trabalhar em até 3 meses; os demais, isto é, aqueles que conseguiram proposta para começar a trabalhar após 3 meses da semana de referência, passam a ser contabilizados na população fora da força de trabalho. Anteriormente, eram considerados desocupados todos aqueles que conseguiram proposta de trabalho para começar após a semana de referência, independentemente do tempo em que iniciariam o trabalho que conseguiram.
A partir de 30 de novembro de 2021, essas estimativas passaram a ser divulgadas com base no novo método de ponderação da pesquisa, conforme a Nota Técnica 03/2021. Consequentemente, a série histórica deste indicador foi atualizada."
""
"Legenda"
"Símbolo";"Significado"
"-";"Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução."
"0";"Zero resultante de um cálculo ou arredondamento.
Ex: A inflação do feijão em determinada Região Metropolitana foi 0.
Determinado município produziu 400 kg de sementes de girassol e os dados da tabela são expressos em toneladas."
"X";"Valor inibido para não identificar o informante.
Ex: Determinado município só possui uma empresa produtora de cimento, logo o valor de sua produção deve ser inibido."
"..";"Valor não se aplica.
Ex: Não se pode obter o total da produção agrícola em determinado município quando os produtos agrícolas são contabilizados com unidades de medida distintas."
"...";"Valor não disponível.
Ex: A produção de feijão em determinado município não foi pesquisada ou determinado município não existia no ano da pesquisa."
"A a Z
(exceto X)";"Significa uma faixa de valores. Varia em função da tabela (se for o caso).
Ex: O nível de precisão da produção estimada de combustíveis está na faixa A (95 a 100%)"
